name,num,difficulty
surf_eryr,32,449.013
surf_velocity,31,449.003
surf_beverages_remix,32,448.896
surf_hades2,33,448.838
surf_anoobis,36,448.738
surf_runewords,31,448.617
surf_lt_omnific,32,448.121
surf_sluice2,31,447.911
surf_placid,31,447.379
surf_tequila,33,446.686
surf_eggplant,33,446.382
surf_elysium5,34,446.155
surf_board_this_fix,38,446.082
surf_fractal,32,445.829
surf_trihard,32,445.578
surf_wizard,31,445.410
surf_corruption,32,445.365
surf_simpsons2,32,445.344
surf_embrace,31,444.945
surf_stagejuan_ksf,31,444.840
surf_insects,34,444.736
surf_vantica,35,444.716
surf_affliction,38,444.375
surf_sketchy,33,444.363
surf_nesquik,32,444.228
surf_revolution_fix,31,444.183
surf_illumination2,31,444.037
surf_fairy,33,443.632
surf_eryr2_fix,31,443.618
surf_deceptive_final,31,443.568
surf_sedona,39,443.361
surf_bikini_bottom,37,443.218
surf_rise,35,443.080
surf_z,31,442.750
surf_sacrifice,31,442.702
surf_replicant,31,442.631
surf_the_distance,33,442.604
surf_anoobis,34,442.505
surf_autosave_fix,33,442.394
surf_innokia,34,442.389
surf_mudkip,34,442.375
surf_nova,32,442.312
surf_lolrevlis,31,442.278
surf_like_this,32,441.970
surf_voteforthisone,31,441.773
surf_scarlet_ksf,34,441.599
surf_construction,31,441.454
surf_vitamin_e,35,441.123
surf_tycho2,31,441.027
surf_nebula,32,440.653
surf_aura,36,440.388
surf_midsommar,33,439.974
surf_ruse,31,439.899
surf_deadline,31,439.857
surf_despair,36,439.754
surf_dova,31,439.660
surf_vector_final,31,439.376
surf_oddworld,32,439.245
surf_raphaello,32,439.000
surf_kairo,34,438.934
surf_runewords,34,438.864
surf_vitamin_e,33,438.168
surf_frost,32,437.998
surf_journeys,32,437.858
surf_koa,31,437.786
surf_fornax,36,437.760
surf_sandtrap2,33,437.759
surf_adventure_final,37,437.734
surf_illumination,33,437.461
surf_botanica,32,437.105
surf_quickie_fix,35,436.899
surf_resource,34,436.878
surf_jumble,34,436.645
surf_refraxis,31,436.497
surf_ardon_fix,36,436.360
surf_zeitgeist,34,436.216
surf_animals_ksf,31,435.965
surf_kairo,35,435.781
surf_haze,34,435.596
surf_tormentor,38,435.545
surf_theunexpected,32,435.398
surf_barbies_malibu_adventure,33,435.318
surf_not_so_quick,33,434.899
surf_kloakk,31,434.776
surf_vienna,33,434.608
surf_shade,33,434.448
surf_aeron,31,434.442
surf_kloakk,32,433.806
surf_efficacy,32,433.318
surf_indecisive,31,433.274
surf_lucid,34,432.792
surf_autosave_fix,35,432.730
surf_thembrium_njv,31,432.545
surf_antagonist2,31,432.135
surf_rise,32,431.368
surf_aphelion,33,431.363
surf_excess,37,431.347
surf_tronic_njv,31,430.930
surf_tropic_ksf,33,430.792
surf_concretejungle_fix,35,430.650
surf_fairy,34,430.462
surf_breach,32,430.346
surf_prosurf,31,430.312
surf_rise,36,430.254
surf_midsommar,31,429.787
surf_nyze,31,429.725
surf_desolate,33,429.704
surf_dune,39,429.600
surf_luminaris_refix,32,429.392
surf_believe,32,429.065
surf_shodan,33,428.905
surf_sedona,34,428.895
surf_deadline,32,428.770
surf_nebula,33,428.392
surf_ab,31,428.254
surf_gleam2,31,428.253
surf_subway,33,428.245
surf_tropic_ksf,36,427.955
surf_ab,33,427.783
surf_wasteland,33,427.739
surf_disaster,31,427.603
surf_shodan,35,427.172
surf_kartune,32,427.096
surf_goliath,31,426.763
surf_grotto,33,426.365
surf_lucid,32,425.954
surf_theme,32,425.863
surf_cement,31,425.634
surf_halloween_fix,31,425.324
surf_sketchy,31,425.279
surf_sofia_fix,33,425.211
surf_savant_njv,31,425.066
surf_frost,33,424.913
surf_helljumper,32,424.875
surf_like_this,31,424.737
surf_bonk,31,424.478
surf_listless_ksf,35,424.269
surf_elysium2,31,424.156
surf_unreal2,31,424.131
surf_our,31,424.063
surf_slobs,32,424.027
surf_salvation,32,424.024
surf_benevolent_refix,31,423.699
surf_voteforthisone,32,423.535
surf_frost,37,423.462
surf_papertown,34,423.378
surf_hedron,31,423.083
surf_spectra,31,422.898
surf_anomaly,32,422.390
surf_despair,40,422.083
surf_inrage2,31,421.991
surf_bonk,32,421.873
surf_innokia,32,421.636
surf_excavation,35,421.401
surf_mdrn,32,421.218
surf_ebony,31,421.092
surf_happyhands5,32,420.956
surf_happyhands3,32,420.898
surf_methadone,31,420.721
surf_life_of_cow,32,420.711
surf_activation,31,420.168
surf_centipedes,31,420.150
surf_delta,32,420.078
surf_sodacity,35,419.742
surf_like_this,34,419.421
surf_lax,33,419.344
surf_original,31,419.343
surf_fiellu_ksf,31,419.167
surf_sedona,33,419.061
surf_tendies,32,418.952
surf_leesriize_ksf,33,418.730
surf_antimatter2,32,418.538
surf_lt_unicorn,34,418.350
surf_solace,33,417.974
surf_lt_omnific,33,417.958
surf_concretejungle_fix,32,417.957
surf_delight,31,417.652
surf_vast,31,417.587
surf_pandemonium_njv,31,417.277
surf_yellow,34,417.203
surf_kz_protraining,33,417.191
surf_sedona,37,417.163
surf_be_gentle,31,416.900
surf_cinnamon_fix,32,416.776
surf_santorini3,32,416.625
surf_lessons,33,416.604,<--------------------------------- tier 5
surf_desolate,31,416.108
surf_bluewall_v2,31,416.024
surf_second,31,415.868
surf_excess,32,415.853
surf_diminsion,32,415.595
surf_pyzire_retexture,31,415.409
surf_aux,32,415.113
surf_lucid,31,414.750
surf_demise,31,414.680
surf_meme,32,414.664
surf_hotwheels_fix,34,414.504
surf_affliction,32,414.441
surf_excess,36,414.386
surf_loweffort2,33,414.259
surf_zenith,31,413.953
surf_ebony,32,413.909
surf_chungus_fungus,32,413.584
surf_me,34,413.525
surf_zen2,34,413.408
surf_metalpipes,31,413.218
surf_grid_ksf,32,413.187
surf_excess,33,413.130
surf_zen2,33,412.996
surf_runewords,33,412.985
surf_secluded,34,412.903
surf_sodacity,36,412.830
surf_grid_ksf,34,412.737
surf_antagonist2,35,412.694
surf_nova,33,412.668
surf_kairo,32,412.630
surf_domain,32,412.434
surf_pipeline,34,412.204
surf_aura,37,412.161
surf_elysium4,32,412.051
surf_r-ne,32,412.018
surf_axiom,31,411.722
surf_instantdeath,33,411.446
surf_excavation,32,411.438
surf_r-ne,33,411.427
surf_limbo,31,411.386
surf_papertown,31,411.356
surf_kartune,35,411.342
surf_remeanian,31,411.024
surf_anubis_ksf,35,410.978
surf_slate,32,410.934
surf_summer_ksf,31,410.745
surf_serenity2,34,410.591
surf_illumination2,32,410.418
surf_affliction,33,410.048
surf_wasteland2,34,409.755
surf_luminaris_refix,35,409.652
surf_not_so_generated,32,409.554
surf_spaceship_ksf,32,409.342
surf_citypop,34,409.147
surf_monkeys,33,409.114
surf_izded,32,408.972
surf_parc_colore,32,408.941
surf_water_run_ksf,31,408.658
surf_monkeys,35,408.387
surf_honour,31,408.329
surf_goldarn,31,408.025
surf_anoobis,32,407.998
surf_vegetables,31,407.585
surf_hope,31,407.541
surf_fairy,32,407.216
surf_imaginarium,32,407.139
surf_outside,33,406.909
surf_interstellar,31,406.359
surf_eunoia,32,405.964
surf_stagejuan_ksf,32,405.903
surf_chasm,33,405.542
surf_lepidus,31,405.486
surf_tempest4,33,405.394
surf_board_this_fix,35,405.202
surf_nostromo,31,404.997
surf_distraction_v2,31,404.661
surf_illumination,34,404.383
surf_helljumper,33,404.256
surf_damn,31,404.193
surf_froots_ksf,31,403.836
surf_kartune,33,403.451
surf_spectra,32,403.425
surf_resource,32,403.424
surf_adventure_final,34,403.402
surf_banger,31,403.332
surf_loweffort2,35,403.328
surf_illumination,36,403.132
surf_technique,31,402.907
surf_mudkip,32,402.813
surf_friday,31,402.558
surf_perihelion,32,402.544
surf_affliction,36,402.508
surf_salient2,31,402.382
surf_jaqen,32,402.369
surf_beginner2,34,402.301
surf_quirky,38,402.032
surf_lt_omnific,31,401.952
surf_elysium5,33,401.907
surf_kultur,35,401.840
surf_forgotten,32,401.746
surf_helloworld,31,401.718
surf_christmas2,31,401.502
surf_secluded,33,401.427
surf_hotwheels_fix,33,401.379
surf_perihelion,33,401.292
surf_parc_colore,33,401.123
surf_tempest4,37,400.840
surf_cyka_ksf,32,400.669
surf_olivia,31,399.842
surf_rustic_v2,31,399.821
surf_nsz_fix,32,399.752
surf_embrace,33,399.639
surf_resource,33,399.568
surf_christmas,31,399.557
surf_cement,37,399.270
surf_grid_ksf,33,399.250
surf_cartoon,31,399.237
surf_chateau_fix,33,399.116
surf_gleam2,34,399.025
surf_harmony_fix,33,398.988
surf_happyhands4,31,398.915
surf_gigapede,32,398.784
surf_dragon,31,398.658
surf_harmony_fix,31,398.359
surf_garden_h,31,398.356
surf_tempest4,35,398.075
surf_nostromo,32,398.008
surf_25_lighters,31,397.792
surf_frey2_ksf,32,397.114
surf_reprise,32,396.863
surf_autumn_fix,32,396.616
surf_klue,31,396.520
surf_sodacity,33,396.394
surf_kz_protraining,32,396.317
surf_sunday,31,395.632
surf_dhyana,31,395.093
surf_corrosion,34,394.869
surf_hades,32,394.820
surf_overgrowth,32,394.479
surf_eryr,31,394.110
surf_axiom,32,393.826
surf_not_so_disaster,32,393.624
surf_zen2,31,393.531
surf_orthodox,33,393.531
surf_elysium5,31,393.483
surf_2012_beta12,31,393.444
surf_sanguine,31,392.709
surf_tundra_v2,31,392.690
surf_corrosion,33,392.499
surf_boogie_woogie,33,392.364
surf_stickybutt_alpha,31,392.351
surf_ivory,31,392.227
surf_rez2,33,391.740
surf_corrosion,31,391.698
surf_nemesis,31,390.913
surf_imaginarium,33,390.658
surf_synada,31,390.367
surf_shodan,37,389.754
surf_barbies_malibu_adventure,32,389.743
surf_innokia,31,389.725
surf_activation,32,389.656
surf_epithet,31,389.555
surf_outside,35,389.254
surf_eunoia,31,388.739
surf_nuclear,32,388.445
surf_pyzire_retexture,33,388.367
surf_elysium3,32,388.201
surf_frequency_njv,31,388.073
surf_sluice_final,35,387.813
surf_jaqen,31,387.497
surf_arcade,31,387.389
surf_for_shareholder_value,31,387.193
surf_delta,31,387.112
surf_cement,32,387.109
surf_fuckyall,31,386.948
surf_huh,32,386.887
surf_lithium,31,386.799
surf_santorini_ksf,34,386.735
surf_sequoia_fix,31,386.232
surf_nsz_fix,31,386.154
surf_forgotten,34,385.039
surf_angelina,32,384.716
surf_iceworld,31,384.310
surf_sunset,31,384.201
surf_duggywuggy,31,383.764
surf_outside,32,383.566
surf_rez2,31,383.342
surf_smart,31,382.850
surf_chromatic,31,382.794
surf_frey2_ksf,31,382.429
surf_rapid,31,382.392
surf_ardon_fix,34,382.379
surf_happyhands2,34,382.316
surf_flow_ksf,31,382.051
surf_epithet,32,382.031
surf_apollo,35,381.966
surf_eggplant,32,381.946
surf_vantica,33,381.930
surf_shodan,32,381.692
surf_orthodox,34,381.620
surf_fruits,31,381.615
surf_vestige_fix,31,381.253
surf_santorini_ksf,33,381.236
surf_activation,33,381.221
surf_tronic_njv,32,380.938
surf_delight,33,380.666
surf_neoteric_retexture,33,380.502
surf_tempest4,32,380.408
surf_apollo,32,379.990
surf_mushroom_ksf,31,379.442
surf_roman_v2,31,379.388
surf_tropic_ksf,31,379.221
surf_monkeys,31,378.952
surf_facility,32,378.534
surf_auroria_ksf,31,378.346
surf_semesterbreak,32,378.206
surf_mudkip,33,378.154
surf_zbig2,31,377.973
surf_volcanic,31,377.653
surf_anthropomorphic,31,377.068
surf_fortress_ksf,32,376.954
surf_bossfight,31,376.833
surf_despair,39,376.698
surf_tropic_ksf,32,376.689
surf_palm,31,376.575
surf_instantdeath,31,376.442
surf_pls,37,376.126
surf_barbies_malibu_adventure,39,376.089
surf_excavation,31,376.069
surf_listless_ksf,31,376.041
surf_synada,32,375.990
surf_gleam,32,375.923
surf_monotony_ksf,31,375.795
surf_dova,32,375.769
surf_lucid,33,375.519
surf_android_ksf,31,375.407
surf_in_space,31,375.331
surf_shy,32,375.171
surf_adventure_final,35,374.991
surf_mdrn,33,374.891
surf_anubis_ksf,36,374.651
surf_endeavor,31,374.558
surf_crush,31,374.068
surf_serenity,31,374.046
surf_wasteland2,31,374.036
surf_lockdown,32,373.806
surf_nesquik,31,373.682
surf_perennial,31,373.607
surf_cavemissile_fix,32,373.468
surf_perennial,33,373.362
surf_honour,33,372.942
surf_tycho2,33,372.721
surf_edge,31,371.764
surf_adventure_final,36,371.498
surf_android_ksf,32,371.452
surf_believe,33,371.181
surf_secluded,31,370.870
surf_excess,39,370.493
surf_ing,31,370.430
surf_froots2,33,370.293
surf_fungus,31,370.216
surf_ofrenda,34,370.119
surf_excess,31,369.936
surf_elysium,31,369.711
surf_pls,32,369.705
surf_sedona,36,369.630
surf_luminaris_refix,31,369.012
surf_huh,35,368.873
surf_fuchnut,31,368.785
surf_honour,32,368.687
surf_take1,31,368.429
surf_yellow,32,368.298
surf_sirena,31,368.067
surf_overgrowth,31,367.882
surf_perennial,32,367.704
surf_hotwheels_fix,32,367.599
surf_bikini_bottom,32,367.567
surf_drifting,31,367.493
surf_nyx,32,367.452
surf_autumn_fix,31,367.294
surf_sluice_final,34,366.755
surf_valpect,32,366.346
surf_boogie_woogie,32,366.339
surf_lolrevlis2,31,365.908
surf_torque,32,365.875
surf_runewords2,36,365.699
surf_hedron,32,365.118
surf_gekar,31,365.011
surf_chasm,32,364.794
surf_abandoned,31,364.743
surf_proliferation,31,364.424
surf_nocturn,32,363.757
surf_boogie_woogie,34,363.635
surf_embrace,32,363.588
surf_anoobis,35,363.494
surf_bob,31,363.310
surf_serenity,32,363.186
surf_sluice_final,33,363.054
surf_adventure_final,31,362.585
surf_transient,31,362.381
surf_slob,31,362.050
surf_chateau_fix,32,361.893
surf_cement,33,361.385
surf_epiphany,33,361.276
surf_rez2,32,361.150
surf_y,32,360.984
surf_golden_refix,31,360.923
surf_pipeline,35,360.607
surf_injection_njv,31,359.941
surf_loweffort2,32,359.695
surf_huh,31,359.491
surf_imaginarium,31,359.464
surf_despair,31,359.186
surf_me,33,359.165
surf_efficacy,31,359.088
surf_ebony,33,359.004
surf_bumpybusride,31,358.871
surf_happyhands2,31,358.857
surf_frequency_njv,32,358.459
surf_sippysip,32,358.313
surf_sinsane_ez,31,358.289
surf_sylvan,31,358.182
surf_carbon,33,358.026
surf_kitsune2,31,357.553
surf_anything,31,357.486
surf_efficacy,33,357.166
surf_carbon,32,357.155
surf_lost,32,356.852
surf_sodacity,31,356.801
surf_scarlet_ksf,32,356.780
surf_neoteric_retexture,32,356.628,<--------------------------------- tier 4
surf_fabas,33,356.240
surf_outra,32,355.546
surf_helloworld,32,355.377
surf_abandoned,32,355.088
surf_sodacity,34,354.924
surf_coralis_ksf,32,354.834
surf_4head,32,354.823
surf_jenocide,31,354.207
surf_666,34,354.053
surf_rocco_v2,31,354.044
surf_yellow,33,353.598
surf_leesriize_ksf,32,353.586
surf_cavemissile_fix,33,353.417
surf_not_so_sinister_ksf,32,353.318
surf_mate,32,353.179
surf_flow_ksf,32,353.087
surf_mwag_reloaded,31,353.023
surf_lament_ksf,31,352.678
surf_666,35,352.655
surf_rise,31,352.542
surf_echo,33,352.095
surf_zor,31,351.901
surf_25_lighters,32,351.835
surf_journeys,33,351.774
surf_runewords2_lod,33,351.752
surf_undergrowth,32,351.681
surf_believe,31,351.566
surf_quickie_fix,34,351.355
surf_faint_fix,31,351.232
surf_psychedelia,31,351.057
surf_enlightened_ksf,31,350.914
surf_frost,31,350.597
surf_technique,32,350.268
surf_dynasty,31,350.254
surf_mwag_reloaded,35,350.191
surf_barbies_malibu_adventure,37,350.107
surf_beyer2,32,350.103
surf_wasteland2,33,350.083
surf_tycho_fix,33,349.978
surf_enlightened_ksf,32,349.457
surf_crystal,31,349.432
surf_adventure_final,33,349.040
surf_low_production,31,348.689
surf_beyer,31,348.462
surf_boogie_woogie,36,348.350
surf_tuscany,31,348.178
surf_reprise,31,347.728
surf_trapped,31,347.413
surf_parc_colore,34,347.224
surf_mate,35,347.213
surf_mudkip,31,347.190
surf_zen,31,347.083
surf_excavation,34,346.712
surf_the_distance,32,346.307
surf_christmas,32,346.300
surf_assail,32,346.112
surf_lost2,32,345.776
surf_and_destroy_fix,32,345.597
surf_nac,32,345.052
surf_sodacity,32,344.913
surf_vale2,31,344.751
surf_hob,32,344.596
surf_sc_colours,31,344.389
surf_leesriize_ksf,31,344.088
surf_grid_ksf,31,343.614
surf_proximity_final,31,343.185
surf_amateur_v2b,31,342.841
surf_4head,34,342.719
surf_sinner_ksf,31,342.547
surf_froots_ksf,34,342.299
surf_techslop,34,342.061
surf_stonks,32,341.921
surf_angelina,31,341.896
surf_lt_unicorn,32,341.651
surf_ardon_fix,33,341.582
surf_mwag_reloaded,33,341.385
surf_kz_mix_journeys,31,340.932
surf_diverge,31,340.797
surf_echo,31,340.678
surf_togo,31,340.608
surf_rands,32,340.502
surf_tycho_fix,31,340.456
surf_tranquil,33,340.331
surf_quirky,32,340.138
surf_cosmo,31,339.875
surf_salient,31,339.552
surf_shodan,34,339.201
surf_serenity2,35,338.959
surf_barbies_malibu_adventure,31,338.926
surf_tempest2,31,338.581
surf_seaside,31,338.578
surf_sedona,40,338.515
surf_illumination,31,338.470
surf_tempest4,36,338.029
surf_morbid2,31,337.891
surf_school_fix,31,337.806
surf_despair,38,337.779
surf_diminsion,31,337.253
surf_mwag_reloaded,32,336.669
surf_rocco_v2,33,336.364
surf_lessons,32,336.333
surf_beginner2,32,336.090
surf_lessons,31,336.027
surf_surreal,31,335.999
surf_inspire,31,335.571
surf_forbidden_ways_ksf,31,335.541
surf_elites_v2,31,335.361
surf_sluice_final,32,335.305
surf_calycate_ksf,31,335.266
surf_tendies,33,335.248
surf_happyhug,34,335.081
surf_kvas,32,334.931
surf_pyzire_retexture,32,334.896
surf_yellow,31,334.761
surf_kz_protraining,31,334.755
surf_adtr_njv,31,334.523
surf_lt_unicorn,33,334.462
surf_bluewinter,31,334.451
surf_sanctuary,31,334.137
surf_beginner2,31,333.979
surf_beyer2,35,333.943
surf_serenity2,31,333.621
surf_beyer2,34,333.533
surf_n_turf,31,333.491
surf_forgotten,36,333.445
surf_forgotten,35,333.074
surf_ivory,33,332.796
surf_wasteland,31,332.696
surf_happyhands4,32,332.530
surf_flyin_fortress_fix,31,332.434
surf_corruption,34,332.059
surf_beyer2,33,331.859
surf_sidelines,31,331.476
surf_illumination,32,331.354
surf_forsaken,32,331.003
surf_tempest,32,330.762
surf_olivia,32,330.466
surf_me,32,330.271
surf_auroria2,31,329.900
surf_dhyana,32,329.159
surf_zbig_ksf,32,329.150
surf_quickie_fix,33,328.916
surf_bbb,32,328.805
surf_anubis_ksf,39,328.711
surf_bork_nbv,31,328.472
surf_kitsune2,32,328.426
surf_ofsfice,31,328.078
surf_summit,32,327.846
surf_anubis_ksf,31,327.522
surf_sippysip,31,327.256
surf_bnw_njv,31,327.134
surf_anoobis,33,326.961
surf_torque2,32,326.884
surf_adventure_final,32,326.664
surf_psycho,32,325.709
surf_cyka_ksf,31,325.478
surf_race_final,32,325.232
surf_frey_remake,32,324.929
surf_kepler,31,324.840
surf_garden_h,32,324.703
surf_gigapede,31,324.560
surf_quickie_fix,32,324.483
surf_proliferation,32,324.360
surf_fornax,31,324.140
surf_outra,31,323.697
surf_driftless,31,323.640
surf_chromatic,32,323.581
surf_nocturn,31,323.462
surf_666,32,323.177
surf_skipalot,33,323.093
surf_froots_ksf,36,323.090
surf_elysium3,31,322.974
surf_artois,35,322.971
surf_the_distance,31,322.882
surf_north,33,322.882
surf_highlands,32,321.745
surf_antagonist,31,321.680
surf_raqqit,32,321.559
surf_golden_refix,32,321.424
surf_mom_fix,31,321.277
surf_ember2,32,321.178
surf_cavemissile_fix,31,321.066
surf_kz_protraining,34,320.940
surf_not_so_disaster,31,320.931
surf_heaven_njv,31,320.332
surf_ing,32,320.062
surf_tranquil,32,319.940
surf_2pacisalive,31,319.207
surf_squirrelsonvacation,31,318.888
surf_25_lighters,33,318.688
surf_frost,38,318.660
surf_tranquil,31,318.409
surf_not_so_sinister_ksf,31,318.221
surf_anoobis,37,317.641
surf_hotwheels_fix,31,317.473
surf_happyhands2,32,317.238
surf_corrosion,32,317.054
surf_quickie_fix,31,317.003
surf_neoplasma_ksf,31,316.505
surf_loweffort2,31,316.411
surf_zealand,32,316.387
surf_echo,32,315.879
surf_apollo,31,315.823
surf_leidenfrost,31,315.246
surf_tempest2,32,315.106
surf_forgotten,33,314.929
surf_race_final,34,314.673
surf_journeys,31,314.522
surf_kepler,32,313.903
surf_shy,31,313.718
surf_coralis_ksf,31,313.688
surf_parc_colore,31,313.619
surf_kaaba,31,313.571
surf_zbig_ksf,31,313.545
surf_sanctuary,32,313.354
surf_lockdown,31,313.335
surf_edge,33,313.183
surf_nebula,31,313.067
surf_happyhands3,33,312.893
surf_ace,31,312.115
surf_sandstorm2,31,311.556
surf_hades2,31,310.321
surf_subway,31,310.089
surf_sandtrap2,32,309.891
surf_low_production,32,309.871
surf_mate,34,309.854
surf_ardon_fix,35,309.849
surf_aura,34,309.471
surf_crystal,32,309.186
surf_abandoned,33,308.719
surf_oasis,32,308.717
surf_zoomboys,32,308.602
surf_delight,32,308.382
surf_static,31,308.337
surf_frey_remake,31,307.931
surf_pantheon,31,307.732,<--------------------------------- tier 3
surf_psycho,31,307.073
surf_whynot,31,306.481
surf_listless_ksf,32,306.342
surf_ny_platinum,31,306.063
surf_celestial,31,305.700
surf_fabas,31,305.695
surf_fornax,35,305.529
surf_mate,31,305.221
surf_anzchamps,31,305.052
surf_subway,32,305.007
surf_sleeper,31,304.661
surf_exogenesis,31,304.577
surf_vale,31,304.526
surf_1day,31,304.401
surf_epiphany,34,304.328
surf_6,31,303.143
surf_domain,31,302.967
surf_froots_ksf,38,302.560
surf_rez,32,302.544
surf_refraxis,32,302.368
surf_8bit,31,302.334
surf_hades2,32,302.173
surf_chasm,31,301.685
surf_oddworld,31,301.103
surf_mdrn,31,300.989
surf_ruse,36,300.984
surf_corruption,33,300.854
surf_excavation,33,300.733
surf_r-ne,31,300.395
surf_zae,33,300.312
surf_twilight_njv,32,300.231
surf_froots_ksf,32,300.178
surf_happyhands2,33,299.940
surf_graphia,31,299.821
surf_lost,33,299.733
surf_citypop,33,299.506
surf_kitsune2,34,298.882
surf_hob,31,298.796
surf_sluice_final,31,298.679
surf_cavemissile_fix,34,298.648
surf_pagoda,31,298.453
surf_semesterbreak,31,298.112
surf_eggplant,31,298.070
surf_ardon_fix,32,297.880
surf_stonks,31,297.628
surf_tuscany,32,297.103
surf_tequila,34,297.100
surf_pls,31,296.991
surf_neoteric_retexture,34,296.408
surf_gleam,31,295.931
surf_summit,33,295.905
surf_zae,31,295.694
surf_assail,31,295.687
surf_pagoda,32,295.656
surf_hades,31,295.312
surf_artois,34,295.179
surf_calycate2,31,294.134
surf_aura,32,293.709
surf_artois,33,293.622
surf_outside,31,293.397
surf_liberation2,31,292.375
surf_sandtrap,32,292.099
surf_hades2,35,292.066
surf_lost,31,291.737
surf_tempest4,31,291.535
surf_krow10,31,291.358
surf_lost2,33,290.236
surf_commune_too_beta5,32,289.837
surf_and_destroy_fix,31,289.806
surf_zae,32,289.247
surf_twilight_njv,31,287.911
surf_salvador_ksf,31,287.662
surf_minigolf_ksf,31,287.498
surf_tuscany,33,287.483
surf_vacant,32,287.190
surf_bikini_bottom,31,286.959
surf_premium,32,285.710
surf_666,31,285.180
surf_tendies,31,284.956
surf_nyx,31,283.875
surf_intense_ksf,31,283.556
surf_torque2,31,283.539
surf_saturday,31,283.187
surf_happyhands,31,283.030
surf_epic,31,282.728
surf_froots_ksf,37,282.722
surf_trapped2,31,282.633
surf_sofia_fix,31,281.604
surf_beyond,32,281.423
surf_noble,31,281.160
surf_whiteout,31,281.085
surf_palm,32,280.919
surf_n_turf,32,280.537
surf_korn,31,280.382
surf_elements_beta3,31,279.450
surf_andromeda,31,279.373
surf_whoknows2,31,278.944
surf_theme,31,278.537
surf_aura,35,278.353
surf_seaside,32,278.184
surf_aqua_fix,31,278.130
surf_zealand,31,278.027
surf_4head,31,277.720
surf_ardon_fix,31,277.190
surf_happyhands3,31,277.047
surf_quirky,31,276.495
surf_dusk,31,276.179
surf_boogie_woogie,31,276.046
surf_happyhands,32,276.031
surf_summit,31,275.914
surf_kloakk,33,275.804
surf_mesa_mine,31,275.606
surf_nova,31,275.587
surf_illusion,31,275.218
surf_me,31,274.947
surf_beyond2,31,274.511
surf_liberation2,32,274.420
surf_garden,31,273.976
surf_illumination,35,272.461
surf_beginner2,33,272.146
surf_666,33,269.831
surf_calzone,31,269.788
surf_liberation,31,268.556
surf_sunday,33,267.833
surf_exurbia2,31,267.235
surf_kloakk,34,266.995
surf_torque,31,266.882
surf_nuclear,31,266.836
surf_not_so_sinister_ksf,33,266.705
surf_tuscany,34,266.467
surf_tempest,31,266.276
surf_bbb,31,264.998
surf_stonework2,31,264.548
surf_simpsons_source,33,264.163,<--------------------------------- tier 2
surf_y,33,263.834
surf_kvas,31,263.570
surf_commune_too_beta5,31,262.756
surf_trapped2,32,262.356
surf_the_internet,32,262.163
surf_cyberwave,31,262.004
surf_kitsune2,33,260.185
surf_froots_ksf,33,259.614
surf_meme,31,259.509
surf_shodan,31,259.249
surf_garden,32,258.627
surf_ivory,32,258.534
surf_simpsons_source,34,258.316
surf_swagtoast,31,258.106
surf_network2008_final,31,257.536
surf_oasis,31,256.717
surf_lost2,31,256.653
surf_trance,31,256.464
surf_forgotten,31,256.095
surf_4am,31,255.494
surf_rebel_scaz_ksf,31,254.506
surf_beyond2,32,254.088
surf_rez,31,253.903
surf_highlands,31,253.028
surf_fortum_fix,31,251.868
surf_simpsons_source,32,250.840
surf_brodderlands,31,249.621
surf_ethereal,31,247.598
surf_sandtrap2,31,245.516
surf_artois,31,244.468
surf_ripper,31,244.250
surf_ember2,31,244.185
surf_egypt2,31,243.350
surf_exurbia_v2,31,243.298
surf_race_final,33,243.216
surf_sandtrap,31,242.129
surf_tempest,33,240.939
surf_spacejam,31,240.212
surf_globalchaos,31,239.698
surf_garden,33,239.346
surf_fast,32,238.625
surf_lore,32,237.349
surf_juturna,31,235.321
surf_orthodox,31,235.102
surf_orthodox,32,234.940
surf_chaos_fix,31,234.731
surf_simpsons_source,31,231.960
surf_ethereal,32,231.170
surf_race_final,31,231.055
surf_lore,31,227.060
surf_aura,31,226.666
surf_aura,33,226.463
surf_whoknows_ksf,31,225.909
surf_beyond,31,225.687
surf_guitar_hi,31,225.347
surf_beverages_remix,31,225.339
surf_fortum_fix,32,221.331
surf_premium,31,216.719
surf_artois,32,215.131
surf_aircontrol_ksf,32,212.423,<--------------------------------- tier 1
